structureId	chainId	macromoleculeType	chainLength	experimentalTechnique	resolution	scopDomain	pfam	ligandId	ligandName	source	structureTitle	citation	rObserved	rFree	rWork	spaceGroup
8EAY	H	Protein	121	EM	3.33	NA	NA	NA	NA	Homo sapiens	HMPV F complex with 4I3 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
8EAY	A	Protein	414	EM	3.33	NA	Fusion glycoprotein F0 (Fusion_gly)	NA	NA	Human metapneumovirus A	HMPV F complex with 4I3 Fab	Wen, X., et al. Cell Host Microbe (2023)	NA	NA	NA	NA
8EKA	D	Protein	214	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	B	Protein	214	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	L	Protein	214	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	C	Protein	227	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	A	Protein	227	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	H	Protein	227	EM	3.7	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8EKA	P	Protein	355	EM	3.7	NA	NA	NA	NA	Plasmodium falciparum 3D7	Cryo-EM structure of a potent anti-malarial antibody L9 in complex with Plasmodium falciparum circumsporozoite protein (PfCSP)(class 2)	Tripathi, P., et al. Structure (2023)	NA	NA	NA	NA
8ELI	A	Protein	8	X-ray	1.49	NA	NA	NA	NA	HIV-1 06TG.HT008	Broadly neutralizing antibody VRC34-combo.1 in complex with HIV fusion peptide (residue 512-519)	Banach, B.B., et al. Nat Commun (2023)	0.1628	0.178	0.162	P 21 21 21
8ELI	H	Protein	226	X-ray	1.49	NA	NA	NA	NA	Homo sapiens	Broadly neutralizing antibody VRC34-combo.1 in complex with HIV fusion peptide (residue 512-519)	Banach, B.B., et al. Nat Commun (2023)	0.1628	0.178	0.162	P 21 21 21
8ELI	L	Protein	213	X-ray	1.49	NA	NA	NA	NA	Homo sapiens	Broadly neutralizing antibody VRC34-combo.1 in complex with HIV fusion peptide (residue 512-519)	Banach, B.B., et al. Nat Commun (2023)	0.1628	0.178	0.162	P 21 21 21
8FSJ	C	Protein	298	EM	3.65	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8FSJ	B	Protein	236	EM	3.65	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8FSJ	A	Protein	206	EM	3.65	NA	Hepatitis C virus envelope glycoprotein E1 (HCV_env)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Hepacivirus hominis/synthetic construct	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8FSJ	L	Protein	214	EM	3.65	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8FSJ	H	Protein	264	EM	3.65	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8FSJ	E	Protein	385	EM	3.65	NA	NA	NAG (4)	2-acetamido-2-deoxy-beta-D-glucopyranose (4)	Hepacivirus hominis/synthetic construct	Cryo-EM structure of engineered hepatitis C virus E1E2 ectodomain in complex with antibodies AR4A, HEPC74, and IGH520	Metcalf, M.C., et al. Nat Commun (2023)	NA	NA	NA	NA
8G19	H	Protein	225	X-ray	1.77	NA	NA	NA	NA	Homo sapiens	Crystal structure of monoreactive 4C05 human Fab	Borowska, M.T., et al. Cell Rep (2023)	0.1886	0.2194	0.187	C 1 2 1
8G19	L	Protein	209	X-ray	1.77	NA	NA	NA	NA	Homo sapiens	Crystal structure of monoreactive 4C05 human Fab	Borowska, M.T., et al. Cell Rep (2023)	0.1886	0.2194	0.187	C 1 2 1
8Q5D	F	Protein	215	X-ray	3.2	NA	NA	NA	NA	Homo sapiens	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8Q5D	C	Protein	215	X-ray	3.2	NA	NA	NA	NA	Homo sapiens	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8Q5D	E	Protein	221	X-ray	3.2	NA	NA	NA	NA	Homo sapiens	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8Q5D	B	Protein	221	X-ray	3.2	NA	NA	NA	NA	Homo sapiens	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8Q5D	D	Protein	338	X-ray	3.2	NA	NA	NA	NA	Plasmodium falciparum 3D7	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8Q5D	A	Protein	338	X-ray	3.2	NA	NA	NA	NA	Plasmodium falciparum 3D7	PfRH5 bound to monoclonal antibody MAD10-466	Wang, L.T., et al. Cell (2024)	0.2742	0.3167	0.2719	P 1 21 1
8REK	L	Protein	213	X-ray	3.05	NA	NA	NA	NA	Mus musculus	Plasmodium vivax Apical Membrane Antigen 1/Fab complex	Saul, F.A., et al. J Struct Biol X (2024)	0.22508	0.29202	0.22134	P 21 21 2
8REK	H	Protein	220	X-ray	3.05	NA	NA	NA	NA	Mus musculus	Plasmodium vivax Apical Membrane Antigen 1/Fab complex	Saul, F.A., et al. J Struct Biol X (2024)	0.22508	0.29202	0.22134	P 21 21 2
8REK	A	Protein	469	X-ray	3.05	NA	Apical membrane antigen 1 (AMA-1)	NA	NA	Plasmodium vivax Sal-1	Plasmodium vivax Apical Membrane Antigen 1/Fab complex	Saul, F.A., et al. J Struct Biol X (2024)	0.22508	0.29202	0.22134	P 21 21 2
8RJJ	B	Protein	369	EM	3.55	NA	Hepatitis C virus non-structural protein E2/NS1 (HCV_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	HCV E1/E2 homodimer complex	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RJJ	D	Protein	369	EM	3.55	NA	Hepatitis C virus non-structural protein E2/NS1 (HCV_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	HCV E1/E2 homodimer complex	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RJJ	A	Protein	191	EM	3.55	NA	Hepatitis C virus envelope glycoprotein E1 (HCV_env)	NA	NA	Hepacivirus hominis	HCV E1/E2 homodimer complex	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RJJ	C	Protein	191	EM	3.55	NA	Hepatitis C virus envelope glycoprotein E1 (HCV_env)	NA	NA	Hepacivirus hominis	HCV E1/E2 homodimer complex	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RK0	B	Protein	327	EM	3.38	NA	Hepatitis C virus non-structural protein E2/NS1 (HCV_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	HCV E1/E2 homodimer complex, ectodomain	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RK0	D	Protein	327	EM	3.38	NA	Hepatitis C virus non-structural protein E2/NS1 (HCV_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	HCV E1/E2 homodimer complex, ectodomain	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RK0	A	Protein	123	EM	3.38	NA	Hepatitis C virus envelope glycoprotein E1 (HCV_env)	NA	NA	Hepacivirus hominis	HCV E1/E2 homodimer complex, ectodomain	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8RK0	C	Protein	123	EM	3.38	NA	Hepatitis C virus envelope glycoprotein E1 (HCV_env)	NA	NA	Hepacivirus hominis	HCV E1/E2 homodimer complex, ectodomain	Augestad, E.H., et al. Nature (2024)	NA	NA	NA	NA
8TGV	L	Protein	234	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	J	Protein	234	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	C	Protein	234	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	F	Protein	234	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	K	Protein	255	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	I	Protein	255	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	B	Protein	255	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	E	Protein	255	EM	3.75	NA	NA	NA	NA	Homo sapiens	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	G	Protein	291	EM	3.75	NA	NA	NA	NA	Hepacivirus hominis	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	D	Protein	291	EM	3.75	NA	NA	NA	NA	Hepacivirus hominis	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TGV	A	Protein	291	EM	3.75	NA	NA	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	CryoEM structure of Fab HC84.26-HCV E2 complex	Shahid, S., et al. Commun Biol (2025)	NA	NA	NA	NA
8TUZ	A	Protein	251	X-ray	2.186	NA	Borrelia lipoprotein (Lipoprotein_1)	EDO (3),CL (2)	1,2-ETHANEDIOL (3),CHLORIDE ION (2)	Borreliella burgdorferi	Fab 857-2 in complex with OspA	Rudolph, M.J., et al. To be published 	0.1797	0.2391	0.1767	P 21 21 21
8TUZ	L	Protein	213	X-ray	2.186	NA	NA	EDO,CL	1,2-ETHANEDIOL,CHLORIDE ION	Homo sapiens	Fab 857-2 in complex with OspA	Rudolph, M.J., et al. To be published 	0.1797	0.2391	0.1767	P 21 21 21
8TUZ	H	Protein	223	X-ray	2.186	NA	NA	EDO (2),CL (4)	1,2-ETHANEDIOL (2),CHLORIDE ION (4)	Homo sapiens	Fab 857-2 in complex with OspA	Rudolph, M.J., et al. To be published 	0.1797	0.2391	0.1767	P 21 21 21
8TV3	A	Protein	256	X-ray	2.312	NA	NA	CL	CHLORIDE ION	Borreliella burgdorferi B31	Fab 221-5 in complex with OspA	Rudolph, M.J., et al. To be published 	0.2008	0.2273	0.1994	P 21 2 21
8TV3	H	Protein	228	X-ray	2.312	NA	NA	CL	CHLORIDE ION	Homo sapiens	Fab 221-5 in complex with OspA	Rudolph, M.J., et al. To be published 	0.2008	0.2273	0.1994	P 21 2 21
8TV3	L	Protein	213	X-ray	2.312	NA	NA	CL (2),EDO,2PE	CHLORIDE ION (2),1,2-ETHANEDIOL,NONAETHYLENE GLYCOL	Homo sapiens	Fab 221-5 in complex with OspA	Rudolph, M.J., et al. To be published 	0.2008	0.2273	0.1994	P 21 2 21
8W0V	C	Protein	262	X-ray	2.59	NA	NA	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepacivirus hominis	Crystal structure of broadly neutralizing antibody hcab55 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2049	0.2574	0.2023	P 21 21 21
8W0V	H	Protein	237	X-ray	2.59	NA	NA	NA	NA	Homo sapiens	Crystal structure of broadly neutralizing antibody hcab55 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2049	0.2574	0.2023	P 21 21 21
8W0V	L	Protein	215	X-ray	2.59	NA	NA	NA	NA	Homo sapiens	Crystal structure of broadly neutralizing antibody hcab55 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2049	0.2574	0.2023	P 21 21 21
8W0X	C	Protein	262	X-ray	3.12	NA	NA	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Hepacivirus hominis	Crystal structure of broadly neutralizing antibody hcab40 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2287	0.2705	0.2266	P 32 2 1
8W0X	H	Protein	241	X-ray	3.12	NA	NA	NA	NA	Homo sapiens	Crystal structure of broadly neutralizing antibody hcab40 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2287	0.2705	0.2266	P 32 2 1
8W0X	L	Protein	214	X-ray	3.12	NA	NA	NA	NA	Homo sapiens	Crystal structure of broadly neutralizing antibody hcab40 in complex with Hepatitis C virus envelope glycoprotein E2 ectodomain	Ogega, C.O., et al. Immunity (2024)	0.2287	0.2705	0.2266	P 32 2 1
9BJH	B	Protein	347	X-ray	2.8	NA	Apical membrane antigen 1 (AMA-1)	NA	NA	Plasmodium falciparum 3D7	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
9BJH	A	Protein	347	X-ray	2.8	NA	Apical membrane antigen 1 (AMA-1)	NA	NA	Plasmodium falciparum 3D7	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
9BJH	I	Protein	239	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
9BJH	H	Protein	239	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
9BJH	M	Protein	218	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
9BJH	L	Protein	218	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Patel, P.N., et al. Cell Rep Med (2025)	0.2128	0.2529	0.2107	P 1
